PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"38252464","Effects of a Rice-Farming Simulation Video Game on Nature Relatedness, Nutritional Status, and Psychological State in Urban-Dwelling Adults During the COVID-19 Pandemic: Randomized Waitlist Controlled Trial","Lee S, Yuh C, Shin YB, Lee HJ, Lee YM, Lee J, Cho CH.","J Med Internet Res. 2024 Jan 22;26:e51596. doi: 10.2196/51596.","Lee S","J Med Internet Res","2024","2024/01/22","PMC10845032","","10.2196/51596"
"29061627","Smartphone-Enhanced Low-Threshold Intervention for adolescents with Anorexia Nervosa (SELTIAN) waiting for outpatient psychotherapy: study protocol of a randomised controlled trial","Kolar DR, Hammerle F, Jenetzky E, Huss M.","BMJ Open. 2017 Oct 22;7(10):e018049. doi: 10.1136/bmjopen-2017-018049.","Kolar DR","BMJ Open","2017","2017/10/25","PMC5665307","","10.1136/bmjopen-2017-018049"
"22147646","'Open Window': a randomized trial of the effect of new media art using a virtual window on quality of life in patients' experiencing stem cell transplantation","McCabe C, Roche D, Hegarty F, McCann S.","Psychooncology. 2013 Feb;22(2):330-7. doi: 10.1002/pon.2093. Epub 2011 Dec 6.","McCabe C","Psychooncology","2013","2011/12/08","","","10.1002/pon.2093"
"23639302","The widening of the gaze cone in patients with social anxiety disorder and its normalization after CBT","Harbort J, Witthöft M, Spiegel J, Nick K, Hecht H.","Behav Res Ther. 2013 Jul;51(7):359-67. doi: 10.1016/j.brat.2013.03.009. Epub 2013 Apr 10.","Harbort J","Behav Res Ther","2013","2013/05/04","","","10.1016/j.brat.2013.03.009"
"25904428","[Collaborative care for co-morbid major depressive disorder in chronically ill outpatients in a general hospital]","van Steenbergen-Weijenburg KM, van der Feltz-Cornelis CM, van Benthem TB, Horn EK, Ploeger R, Brals JW, Leue C, Spijker J, Hakkaart-Van Roijen L, Rutten FF, Beekman AT.","Tijdschr Psychiatr. 2015;57(4):248-57.","van Steenbergen-Weijenburg KM","Tijdschr Psychiatr","2015","2015/04/24","","",""
"36743873","The effect of a game-based mobile app 'MyHeartMate' to promote lifestyle change in coronary disease patients: a randomized controlled trial","Gallagher R, Chow CK, Parker H, Neubeck L, Celermajer DS, Redfern J, Tofler G, Buckley T, Schumacher T, Hyun K, Boroumand F, Figtree G.","Eur Heart J Digit Health. 2022 Nov 24;4(1):33-42. doi: 10.1093/ehjdh/ztac069. eCollection 2023 Jan.","Gallagher R","Eur Heart J Digit Health","2022","2023/02/06","PMC9890079","","10.1093/ehjdh/ztac069"
"32766866","Enhancing the scalability of the collaborative care model for depression using mobile technology","Carleton KE, Patel UB, Stein D, Mou D, Mallow A, Blackmore MA.","Transl Behav Med. 2020 Aug 7;10(3):573-579. doi: 10.1093/tbm/ibz146.","Carleton KE","Transl Behav Med","2020","2020/08/09","","","10.1093/tbm/ibz146"
"35925196","Virtual reality in preoperative preparation of children undergoing general anesthesia: a randomized controlled study","Wu Y, Chen J, Ma W, Guo L, Feng H.","Anaesthesiologie. 2022 Dec;71(Suppl 2):204-211. doi: 10.1007/s00101-022-01177-w. Epub 2022 Aug 1.","Wu Y","Anaesthesiologie","2022","2022/08/04","","","10.1007/s00101-022-01177-w"
"38430492","Promoting Interprofessional Collaboration-Related Competencies in Students from Seven Health Professions","Horbacewicz J, Molinsky R.","J Allied Health. 2024 Spring;53(1):19-24.","Horbacewicz J","J Allied Health","2024","2024/03/02","","",""
"36637254","Qualitative evaluation of the acceptability and feasibility among healthcare professionals and patients of an ART multi-cycle treatment planning and continuation intervention prototype","Harrison C, Gameiro S, Boivin J.","Hum Reprod. 2023 Mar 1;38(3):430-443. doi: 10.1093/humrep/deac272.","Harrison C","Hum Reprod","2023","2023/01/13","PMC9977126","","10.1093/humrep/deac272"
"34738912","A Digital Self-management Program (Help to Overcome Problems Effectively) for People Living With Cancer: Feasibility Randomized Controlled Trial","Wright H, Martin F, Clyne W, Clark CCT, Matouskova G, McGillion M, Turner A.","J Med Internet Res. 2021 Nov 5;23(11):e28322. doi: 10.2196/28322.","Wright H","J Med Internet Res","2021","2021/11/05","PMC8726569","","10.2196/28322"
"33007442","Operationalizing needs-focused palliative care for older adults in intensive care units: Design of and rationale for the PCplanner randomized clinical trial","Cox CE, Olsen MK, Casarett D, Haines K, Al-Hegelan M, Bartz RR, Katz JN, Naglee C, Ashana D, Gilstrap D, Gu J, Parish A, Frear A, Krishnamaneni D, Corcoran A, Docherty SL.","Contemp Clin Trials. 2020 Nov;98:106163. doi: 10.1016/j.cct.2020.106163. Epub 2020 Sep 29.","Cox CE","Contemp Clin Trials","2020","2020/10/02","PMC7686302","NIHMS1637252","10.1016/j.cct.2020.106163"
"35911215","Effects of a virtual reality serious game training program on the cognitive function of people diagnosed with schizophrenia: A randomized controlled trial","Wang X, Kou X, Meng X, Yu J.","Front Psychiatry. 2022 Jul 15;13:952828. doi: 10.3389/fpsyt.2022.952828. eCollection 2022.","Wang X","Front Psychiatry","2022","2022/08/01","PMC9334918","","10.3389/fpsyt.2022.952828"
"38225410","A collaborative realist review of remote measurement technologies for depression in young people","Walsh AEL, Naughton G, Sharpe T, Zajkowska Z, Malys M, van Heerden A, Mondelli V.","Nat Hum Behav. 2024 Mar;8(3):480-492. doi: 10.1038/s41562-023-01793-5. Epub 2024 Jan 15.","Walsh AEL","Nat Hum Behav","2024","2024/01/15","PMC10963268","","10.1038/s41562-023-01793-5"
"36601464","A Cognitive Behavioral Intervention for Driving for Autistic Teens and Adults: A Pilot Study","Baker-Ericzén MJ, Smith L, Tran A, Scarvie K.","Autism Adulthood. 2021 Jun 1;3(2):168-178. doi: 10.1089/aut.2020.0009. Epub 2021 Jun 7.","Baker-Ericzén MJ","Autism Adulthood","2021","2023/01/05","PMC8992894","","10.1089/aut.2020.0009"
"29074513","Study protocol for the 'HelpMeDoIt!' randomised controlled feasibility trial: an app, web and social support-based weight loss intervention for adults with obesity","Matthews L, Pugmire J, Moore L, Kelson M, McConnachie A, McIntosh E, Morgan-Trimmer S, Murphy S, Hughes K, Coulman E, Utkina-Macaskill O, Simpson SA.","BMJ Open. 2017 Oct 25;7(10):e017159. doi: 10.1136/bmjopen-2017-017159.","Matthews L","BMJ Open","2017","2017/10/28","PMC5665248","","10.1136/bmjopen-2017-017159"
"28865911","Trauma management therapy with virtual-reality augmented exposure therapy for combat-related PTSD: A randomized controlled trial","Beidel DC, Frueh BC, Neer SM, Bowers CA, Trachik B, Uhde TW, Grubaugh A.","J Anxiety Disord. 2019 Jan;61:64-74. doi: 10.1016/j.janxdis.2017.08.005. Epub 2017 Aug 23.","Beidel DC","J Anxiety Disord","2019","2017/09/04","","","10.1016/j.janxdis.2017.08.005"
"33527072","A pilot randomized controlled trial of a group intervention via Zoom to relieve loneliness and depressive symptoms among older persons during the COVID-19 outbreak","Shapira S, Yeshua-Katz D, Cohn-Schwartz E, Aharonson-Daniel L, Sarid O, Clarfield AM.","Internet Interv. 2021 Apr;24:100368. doi: 10.1016/j.invent.2021.100368. Epub 2021 Jan 27.","Shapira S","Internet Interv","2021","2021/02/02","PMC7839498","","10.1016/j.invent.2021.100368"
"37403339","Effects of virtual reality and acupressure interventions on pain, anxiety, vital signs and comfort in catheter extraction processes for patients undergoing coronary angiography: A randomized controlled trial","Gökçe E, Arslan S.","Int J Nurs Pract. 2023 Dec;29(6):e13176. doi: 10.1111/ijn.13176. Epub 2023 Jul 4.","Gökçe E","Int J Nurs Pract","2023","2023/07/05","","","10.1111/ijn.13176"
"29678804","Feasibility and Acceptability of a Web-Based Treatment with Telephone Support for Postpartum Women With Anxiety: Randomized Controlled Trial","Ashford MT, Olander EK, Rowe H, Fisher JR, Ayers S.","JMIR Ment Health. 2018 Apr 20;5(2):e19. doi: 10.2196/mental.9106.","Ashford MT","JMIR Ment Health","2018","2018/04/22","PMC5938691","","10.2196/mental.9106"
"38231570","Preoperative Virtual Reality to Expose Patients With Breast Cancer to the Operating Room Environment: Feasibility and Pilot Case Series Study","Sommer JL, Reynolds K, Hebbard P, Smith MSD, Mota N, Mutch WAC, Maples-Keller J, Roos L, El-Gabalawy R.","JMIR Form Res. 2024 Jan 17;8:e46367. doi: 10.2196/46367.","Sommer JL","JMIR Form Res","2024","2024/01/17","PMC10831694","","10.2196/46367"
"37566447","Assessing Patient Adherence to and Engagement With Digital Interventions for Depression in Clinical Trials: Systematic Literature Review","Forbes A, Keleher MR, Venditto M, DiBiasi F.","J Med Internet Res. 2023 Aug 11;25:e43727. doi: 10.2196/43727.","Forbes A","J Med Internet Res","2023","2023/08/11","PMC10457707","","10.2196/43727"
"35496708","Verbalized Studying and Elaborative Interrogation in the Virtual Classroom: Students with Social Anxiety Prefer Working Alone, but Working with a Peer Does Not Hurt Their Learning","Novak RT, Bailey EG, Blinsky BD, Soffe BW, Patterson D, Ockey J, Jensen JL.","J Microbiol Biol Educ. 2022 Apr 4;23(1):e00232-21. doi: 10.1128/jmbe.00232-21. eCollection 2022 Apr.","Novak RT","J Microbiol Biol Educ","2022","2022/05/02","PMC9053051","","10.1128/jmbe.00232-21"
"35722545","Exploring a Dance/Movement Program on Mental Health and Well-Being in Survivors of Intimate Partner Violence During a Pandemic","Özümerzifon Y, Ross A, Brinza T, Gibney G, Garber CE.","Front Psychiatry. 2022 May 26;13:887827. doi: 10.3389/fpsyt.2022.887827. eCollection 2022.","Özümerzifon Y","Front Psychiatry","2022","2022/06/20","PMC9204421","","10.3389/fpsyt.2022.887827"
"27618935","Effect of a musical intervention on tolerance and efficacy of non-invasive ventilation in the ICU: study protocol for a randomized controlled trial (MUSique pour l'Insuffisance Respiratoire Aigue - Mus-IRA)","Messika J, Hajage D, Panneckoucke N, Villard S, Martin Y, Renard E, Blivet A, Reignier J, Maquigneau N, Stoclin A, Puechberty C, Guétin S, Dechanet A, Fauquembergue A, Gaudry S, Dreyfuss D, Ricard JD.","Trials. 2016 Sep 13;17(1):450. doi: 10.1186/s13063-016-1574-z.","Messika J","Trials","2016","2016/09/14","PMC5020479","","10.1186/s13063-016-1574-z"
"38341590","Zero Self-Harm app: a mobile phone application to reduce non-suicidal self-injury-study protocol for a randomized controlled trial","Guerrero E, Andreasson K, Larsen L, Buus N, Skovgaard Larsen JL, Krogh J, Thastum R, Lindberg L, Lindblad K, Erlangsen A, Nordentoft M.","Trials. 2024 Feb 10;25(1):116. doi: 10.1186/s13063-024-07932-1.","Guerrero E","Trials","2024","2024/02/10","PMC10859016","","10.1186/s13063-024-07932-1"
"35388793","Use of Virtual Reality in the Reduction of Pain After the Administration of Vaccines Among Children in Primary Care Centers: Protocol for a Randomized Clinical Trial","de la Cruz Herrera M, Fuster-Casanovas A, Miró Catalina Q, Cigarrán Mensa M, Alcántara Pinillos P, Vilanova Guitart I, Grau Carrión S, Vidal-Alaball J.","JMIR Res Protoc. 2022 Apr 7;11(4):e35910. doi: 10.2196/35910.","de la Cruz Herrera M","JMIR Res Protoc","2022","2022/04/07","PMC9030982","","10.2196/35910"
"31221208","Effects of immersive virtual reality intervention on pain and anxiety among pediatric patients undergoing venipuncture: a study protocol for a randomized controlled trial","Wong CL, Lui MMW, Choi KC.","Trials. 2019 Jun 20;20(1):369. doi: 10.1186/s13063-019-3443-z.","Wong CL","Trials","2019","2019/06/22","PMC6585051","","10.1186/s13063-019-3443-z"
"37672335","Moderated Online Social Therapy for Carers of Early Psychosis Clients in Real-World Settings: Cluster Randomized Controlled Trial","Gleeson J, Lin A, Koval P, Hopkins L, Denborough P, Lederman R, Herrman H, Bendall S, Eleftheriadis D, Cotton S, Perry Y, Kaess M, Alvarez-Jimenez M.","JMIR Ment Health. 2023 Sep 6;10:e47722. doi: 10.2196/47722.","Gleeson J","JMIR Ment Health","2023","2023/09/06","PMC10512122","","10.2196/47722"
"33326877","Depression, anxiety, pain and chronic opioid management in primary care: Type II effectiveness-implementation hybrid stepped wedge cluster randomized trial","Price-Haywood EG, Burton J, Harden-Barrios J, Bazzano A, Lefante J, Shi L, Jamison RN.","Contemp Clin Trials. 2021 Feb;101:106250. doi: 10.1016/j.cct.2020.106250. Epub 2020 Dec 14.","Price-Haywood EG","Contemp Clin Trials","2021","2020/12/16","PMC7954973","NIHMS1658134","10.1016/j.cct.2020.106250"
"37099379","Using Digital Measurement-Based Care to Address Symptoms of Inattention, Hyperactivity, and Opposition in Youth: Retrospective Analysis of Bend Health","Lawrence-Sidebottom D, Huffman LG, Huberty J, Beatty C, Roots M, Roots K, Parikh A, Guerra R, Weiser J.","JMIR Form Res. 2023 Apr 26;7:e46578. doi: 10.2196/46578.","Lawrence-Sidebottom D","JMIR Form Res","2023","2023/04/26","PMC10173032","","10.2196/46578"
"36758907","Effectiveness of Virtual Reality in Symptom Management of Cancer Patients: A Systematic Review and Meta-Analysis","Wu Y, Wang N, Zhang H, Sun X, Wang Y, Zhang Y.","J Pain Symptom Manage. 2023 May;65(5):e467-e482. doi: 10.1016/j.jpainsymman.2023.01.023. Epub 2023 Feb 8.","Wu Y","J Pain Symptom Manage","2023","2023/02/09","","","10.1016/j.jpainsymman.2023.01.023"
"32167482","A Mobile App for Thyroid Cancer Patients Aiming to Enhance Their Quality of Life: Protocol for a Quasiexperimental Interventional Pilot Study","Giannoula E, Iakovou I, Katsikavelas I, Antoniou P, Raftopoulos V, Chatzipavlidou V, Papadopoulos N, Bamidis P.","JMIR Res Protoc. 2020 Mar 13;9(3):e13409. doi: 10.2196/13409.","Giannoula E","JMIR Res Protoc","2020","2020/03/14","PMC7101500","","10.2196/13409"
"38101854","Using functional near-infrared spectroscopy to study effects of virtual reality intervention for adolescents with depression in a clinical setting in China: study protocol for a prospective, randomised, controlled trial","Yu K, Wang L, Lv S, Ye X, Liu L, Zheng X, Jin R, Zhou D, Zhang Y, Min G, Wu S.","BMJ Open. 2023 Dec 14;13(12):e074129. doi: 10.1136/bmjopen-2023-074129.","Yu K","BMJ Open","2023","2023/12/15","PMC10729192","","10.1136/bmjopen-2023-074129"
"36409542","Efficacy of the Mental Health App ""Intellect"" to Improve Body Image and Self-compassion in Young Adults: A Randomized Controlled Trial With a 4-Week Follow-up","Ong WY, Sündermann O.","JMIR Mhealth Uhealth. 2022 Nov 21;10(11):e41800. doi: 10.2196/41800.","Ong WY","JMIR Mhealth Uhealth","2022","2022/11/21","PMC9723978","","10.2196/41800"
"32779029","Virtual reality for intravenous placement in the emergency department-a randomized controlled trial","Goldman RD, Behboudi A.","Eur J Pediatr. 2021 Mar;180(3):725-731. doi: 10.1007/s00431-020-03771-9. Epub 2020 Aug 10.","Goldman RD","Eur J Pediatr","2021","2020/08/12","","","10.1007/s00431-020-03771-9"
"32165920","Healthcare professionals' perspectives on mental health service provision: a pilot focus group study in six European countries","Triliva S, Ntani S, Giovazolias T, Kafetsios K, Axelsson M, Bockting C, Buysse A, Desmet M, Dewaele A, Hannon D, Haukenes I, Hensing G, Meganck R, Rutten K, Schønning V, Van Beveren L, Vandamme J, Øverland S.","Int J Ment Health Syst. 2020 Mar 6;14:16. doi: 10.1186/s13033-020-00350-1. eCollection 2020.","Triliva S","Int J Ment Health Syst","2020","2020/03/14","PMC7060571","","10.1186/s13033-020-00350-1"
"37521498","Effects of limiting digital screen use on well-being, mood, and biomarkers of stress in adults","Pedersen J, Rasmussen MGB, Sørensen SO, Mortensen SR, Olesen LG, Brage S, Kristensen PL, Puterman E, Grøntved A.","Npj Ment Health Res. 2022;1(1):14. doi: 10.1038/s44184-022-00015-6. Epub 2022 Oct 12.","Pedersen J","Npj Ment Health Res","2022","2023/07/31","PMC9554843","","10.1038/s44184-022-00015-6"
"35918101","A randomised controlled trial (RCT) exploring the impact of a photography intervention on wellbeing and posttraumatic growth during the COVID-19 pandemic","Read RK, Mason OJ, Jones CJ.","Arts Health. 2023 Oct;15(3):275-291. doi: 10.1080/17533015.2022.2107033. Epub 2022 Aug 2.","Read RK","Arts Health","2023","2022/08/02","","","10.1080/17533015.2022.2107033"
"27799454","Impact of simple conventional and Telehealth solutions on improving mental health in Afghanistan","Khoja S, Scott R, Husyin N, Durrani H, Arif M, Faqiri F, Hedayat E, Yousufzai W.","J Telemed Telecare. 2016 Dec;22(8):495-498. doi: 10.1177/1357633X16674631.","Khoja S","J Telemed Telecare","2016","2016/11/02","","","10.1177/1357633X16674631"
"33118138","Mindful Age and Technology: a Qualitative Analysis of a Tablet/Smartphone App Intervention Designed for Older Adults","Vailati Riboni F, Sadowski I, Comazzi B, Pagnini F.","Integr Psychol Behav Sci. 2022 Sep;56(3):739-754. doi: 10.1007/s12124-020-09580-x. Epub 2020 Oct 29.","Vailati Riboni F","Integr Psychol Behav Sci","2022","2020/10/29","PMC9334377","","10.1007/s12124-020-09580-x"
"36420940","Reducing stigma and increasing competence working with mental illness: Adaptation of a contact-based program for osteopathic medical students to a virtual, active learning format","Van Liew JR, Jie C, Tucker JR, Streyffeler L.","Med Educ Online. 2023 Dec;28(1):2151069. doi: 10.1080/10872981.2022.2151069.","Van Liew JR","Med Educ Online","2023","2022/11/24","PMC9704085","","10.1080/10872981.2022.2151069"
"34551944","Effect of virtual reality simulation training on the response capability of public health emergency reserve nurses in China: a quasiexperimental study","Zhang D, Liao H, Jia Y, Yang W, He P, Wang D, Chen Y, Yang W, Zhang YP.","BMJ Open. 2021 Sep 22;11(9):e048611. doi: 10.1136/bmjopen-2021-048611.","Zhang D","BMJ Open","2021","2021/09/23","PMC8460527","","10.1136/bmjopen-2021-048611"
"33743385","A therapist-guided smartphone app for major depression in young adults: A randomized clinical trial","Raevuori A, Vahlberg T, Korhonen T, Hilgert O, Aittakumpu-Hyden R, Forman-Hoffman V.","J Affect Disord. 2021 May 1;286:228-238. doi: 10.1016/j.jad.2021.02.007. Epub 2021 Feb 5.","Raevuori A","J Affect Disord","2021","2021/03/20","","","10.1016/j.jad.2021.02.007"
"29429948","Virtual-reality-based cognitive behavioural therapy versus waiting list control for paranoid ideation and social avoidance in patients with psychotic disorders: a single-blind randomised controlled trial","Pot-Kolder RMCA, Geraets CNW, Veling W, van Beilen M, Staring ABP, Gijsman HJ, Delespaul PAEG, van der Gaag M.","Lancet Psychiatry. 2018 Mar;5(3):217-226. doi: 10.1016/S2215-0366(18)30053-1. Epub 2018 Feb 9.","Pot-Kolder RMCA","Lancet Psychiatry","2018","2018/02/13","","","10.1016/S2215-0366(18)30053-1"
"33632215","Digi-Do: a digital information tool to support patients with breast cancer before, during, and after start of radiotherapy treatment: an RCT study protocol","Fristedt S, Smith F, Grynne A, Browall M.","BMC Med Inform Decis Mak. 2021 Feb 25;21(1):76. doi: 10.1186/s12911-021-01448-3.","Fristedt S","BMC Med Inform Decis Mak","2021","2021/02/26","PMC7908724","","10.1186/s12911-021-01448-3"
"36910502","Patients' experiences with virtual group gut-directed hypnotherapy: A qualitative study","Gerson J, Tawde P, Ghiasian G, Salwen-Deremer JK.","Front Med (Lausanne). 2023 Feb 22;10:1066452. doi: 10.3389/fmed.2023.1066452. eCollection 2023.","Gerson J","Front Med (Lausanne)","2023","2023/03/13","PMC9992176","","10.3389/fmed.2023.1066452"
"30522992","Using the Social-Local-Mobile App for Smoking Cessation in the SmokeFreeBrain Project: Protocol for a Randomized Controlled Trial","Jódar-Sánchez F, Carrasco Hernández L, Núñez-Benjumea FJ, Mesa González MA, Moreno Conde J, Parra Calderón CL, Fernandez-Luque L, Hors-Fraile S, Civit A, Bamidis P, Ortega-Ruiz F.","JMIR Res Protoc. 2018 Dec 6;7(12):e12464. doi: 10.2196/12464.","Jódar-Sánchez F","JMIR Res Protoc","2018","2018/12/08","PMC6302230","","10.2196/12464"
"31814209","Theranostic markers for personalized therapy of spider phobia: Methods of a bicentric external cross-validation machine learning approach","Schwarzmeier H, Leehr EJ, Böhnlein J, Seeger FR, Roesmann K, Gathmann B, Herrmann MJ, Siminski N, Junghöfer M, Straube T, Grotegerd D, Dannlowski U.","Int J Methods Psychiatr Res. 2020 Jun;29(2):e1812. doi: 10.1002/mpr.1812. Epub 2019 Dec 8.","Schwarzmeier H","Int J Methods Psychiatr Res","2020","2019/12/10","PMC7301283","","10.1002/mpr.1812"
"34325581","Matching Digital Intervention Affordances with Tasks: The Case of a Zoom and WhatsApp Mental Health Intervention for Seniors during the COVID-19 Pandemic","Yeshua-Katz D, Shapira S, Aharonson-Daniel L, Clarfield AM, Sarid O.","Health Commun. 2023 Mar;38(3):499-511. doi: 10.1080/10410236.2021.1956071. Epub 2021 Jul 30.","Yeshua-Katz D","Health Commun","2023","2021/07/30","","","10.1080/10410236.2021.1956071"
"32653025","Impact of a smartphone application (KAIA COPD app) in combination with Activity Monitoring as a maintenance prOgram following PUlmonary Rehabilitation in COPD: the protocol for the AMOPUR Study, an international, multicenter, parallel group, randomized, controlled study","Spielmanns M, Boeselt T, Huber S, Kaur Bollinger P, Ulm B, Peckaka-Egli AM, Jarosch I, Schneeberger T, Schoendorf S, Gloeckl R, Koczulla AR.","Trials. 2020 Jul 11;21(1):636. doi: 10.1186/s13063-020-04538-1.","Spielmanns M","Trials","2020","2020/07/13","PMC7353698","","10.1186/s13063-020-04538-1"
"34175564","Wow, woo, win""- Healthcare students' and facilitators' experiences of interprofessional simulation in three-dimensional virtual world: A qualitative evaluation study","Liaw SY, Choo T, Wu LT, Lim WS, Choo H, Lim SM, Ringsted C, Wong LF, Ooi SL, Lau TC.","Nurse Educ Today. 2021 Oct;105:105018. doi: 10.1016/j.nedt.2021.105018. Epub 2021 Jun 17.","Liaw SY","Nurse Educ Today","2021","2021/06/27","","","10.1016/j.nedt.2021.105018"
"35030352","The impact of virtual simulation on the recognition and response to the rapidly deteriorating patient among undergraduate nursing students","Goldsworthy S, Muir N, Baron S, Button D, Goodhand K, Hunter S, McNeill L, Perez G, McParland T, Fasken L, Peachey L.","Nurse Educ Today. 2022 Mar;110:105264. doi: 10.1016/j.nedt.2021.105264. Epub 2022 Jan 3.","Goldsworthy S","Nurse Educ Today","2022","2022/01/14","","","10.1016/j.nedt.2021.105264"
"38401901","Effects of immersive virtual reality for alleviating anxiety, nausea and vomiting among patients with paediatric cancer receiving their first chemotherapy: protocol for a randomised controlled trial","Wong CL, Li H, Li CK, Chan CWH, Cheung YT, Choi KC, So WKW.","BMJ Open. 2024 Feb 24;14(2):e079837. doi: 10.1136/bmjopen-2023-079837.","Wong CL","BMJ Open","2024","2024/02/24","PMC10895243","","10.1136/bmjopen-2023-079837"
"38387168","COVID-19 and mental health services in Sub-Saharan Africa: A critical literature review","Dzinamarira T, Iradukunda PG, Saramba E, Gashema P, Moyo E, Mangezi W, Musuka G.","Compr Psychiatry. 2024 May;131:152465. doi: 10.1016/j.comppsych.2024.152465. Epub 2024 Feb 17.","Dzinamarira T","Compr Psychiatry","2024","2024/02/22","","","10.1016/j.comppsych.2024.152465"
"36937250","A chatbot-based intervention with ELME to improve stress and health-related parameters in a stressed sample: Study protocol of a randomised controlled trial","Schillings C, Meissner D, Erb B, Schultchen D, Bendig E, Pollatos O.","Front Digit Health. 2023 Mar 1;5:1046202. doi: 10.3389/fdgth.2023.1046202. eCollection 2023.","Schillings C","Front Digit Health","2023","2023/03/20","PMC10014895","","10.3389/fdgth.2023.1046202"
"34788729","An evaluation of initial engagement with a virtual group-based psychological treatment for functional seizures","Jones A, Esteban-Serna C, Proctor BJ, Yogarajah M, Agrawal N.","Epilepsy Behav. 2021 Dec;125:108384. doi: 10.1016/j.yebeh.2021.108384. Epub 2021 Nov 14.","Jones A","Epilepsy Behav","2021","2021/11/17","","","10.1016/j.yebeh.2021.108384"
"30133775","Enhancing Educator Engagement in School Mental Health Care Through Digital Simulation Professional Development","Long MW, Albright G, McMillan J, Shockley KM, Price OA.","J Sch Health. 2018 Sep;88(9):651-659. doi: 10.1111/josh.12670.","Long MW","J Sch Health","2018","2018/08/23","","","10.1111/josh.12670"
"33140989","Non-pharmacological anxiety reduction with immersive virtual reality for first-trimester dilation and curettage: a pilot study","Sridhar A, Shiliang Z, Woodson R, Kwan L.","Eur J Contracept Reprod Health Care. 2020 Dec;25(6):480-483. doi: 10.1080/13625187.2020.1836146.","Sridhar A","Eur J Contracept Reprod Health Care","2020","2020/11/03","","","10.1080/13625187.2020.1836146"
"37633916","The effects of therapeutic virtual reality experience to promote mental well-being in older people living with physical disabilities in long-term care facilities","Kwan RYC, Ng F, Lam LCW, Yung RC, Sin OSK, Chan S.","Trials. 2023 Aug 26;24(1):558. doi: 10.1186/s13063-023-07592-7.","Kwan RYC","Trials","2023","2023/08/26","PMC10464193","","10.1186/s13063-023-07592-7"
"33290891","Mums on the Move: A pilot randomised controlled trial of a home-based physical activity intervention for mothers at risk of postnatal depression","Teychenne M, Abbott G, Stephens LD, Opie RS, Olander EK, Brennan L, van der Pligt P, Apostolopoulos M, Ball K.","Midwifery. 2021 Feb;93:102898. doi: 10.1016/j.midw.2020.102898. Epub 2020 Nov 27.","Teychenne M","Midwifery","2021","2020/12/08","","","10.1016/j.midw.2020.102898"
"26395619","Virtual Reality Exposure Training for Musicians: Its Effect on Performance Anxiety and Quality","Bissonnette J, Dubé F, Provencher MD, Moreno Sala MT.","Med Probl Perform Art. 2015 Sep;30(3):169-77. doi: 10.21091/mppa.2015.3032.","Bissonnette J","Med Probl Perform Art","2015","2015/09/24","","","10.21091/mppa.2015.3032"
"31992266","The design and development of a hybrid off-job crafting intervention to enhance needs satisfaction, well-being and performance: a study protocol for a randomized controlled trial","Kosenkranius MK, Rink FA, de Bloom J, van den Heuvel M.","BMC Public Health. 2020 Jan 28;20(1):115. doi: 10.1186/s12889-020-8224-9.","Kosenkranius MK","BMC Public Health","2020","2020/01/30","PMC6988303","","10.1186/s12889-020-8224-9"
"36797017","Cognitive bias modification for interpretation (CBM-I) for post-traumatic stress disorder: study protocol of an app-based randomised controlled trial","Kroener J, Greiner A, Sosic-Vasic Z.","BMJ Open. 2023 Feb 16;13(2):e069228. doi: 10.1136/bmjopen-2022-069228.","Kroener J","BMJ Open","2023","2023/02/16","PMC9936272","","10.1136/bmjopen-2022-069228"
"20543270","Using virtual humans to alleviate social anxiety: preliminary report from a comparative outcome study","Robillard G, Bouchard S, Dumoulin S, Guitard T, Klinger E.","Stud Health Technol Inform. 2010;154:57-60.","Robillard G","Stud Health Technol Inform","2010","2010/06/15","","",""
"31313973","Effects of Nurse-Led Support Via WeChat, a Smartphone Application, for Breast Cancer Patients After Surgery: A Quasi-Experimental Study","Wu Q, Kue J, Zhu X, Yin X, Jiang J, Chen J, Yang L, Zeng L, Sun X, Liu X, Duan X, Shi Y.","Telemed J E Health. 2020 Feb;26(2):226-234. doi: 10.1089/tmj.2018.0293. Epub 2019 Jul 16.","Wu Q","Telemed J E Health","2020","2019/07/18","","","10.1089/tmj.2018.0293"
"35790329","Effects of a social participation-focused virtual reality intervention for community-dwelling stroke survivors with physical disabilities: a randomised controlled trial protocol","Chau JPC, Lo SHS, Lau AYL, Lee VWY, Choi KC, Kwok ECF, Thompson DR.","BMJ Open. 2022 Jul 5;12(7):e061069. doi: 10.1136/bmjopen-2022-061069.","Chau JPC","BMJ Open","2022","2022/07/05","PMC9258500","","10.1136/bmjopen-2022-061069"
"32663140","Engagement in an Interactive App for Symptom Self-Management during Treatment in Patients With Breast or Prostate Cancer: Mixed Methods Study","Crafoord MT, Fjell M, Sundberg K, Nilsson M, Langius-Eklöf A.","J Med Internet Res. 2020 Aug 10;22(8):e17058. doi: 10.2196/17058.","Crafoord MT","J Med Internet Res","2020","2020/07/15","PMC7445604","","10.2196/17058"
